Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2009-01-20 00:00:00,2026-04-24 05:56:00,0.226,0.054,249.07,1,0,0,0
2009-11-08 00:00:00,2026-04-24 22:06:00,0.884,0.452,241.68,4,0,1,0
2010-11-13 00:00:00,2026-04-24 11:47:00,1.468,0.168,237.79,6.2,0,0,18
2010-06-27 00:00:00,2026-04-24 15:25:00,0.424,0.222,240.5,2,2,1,1
2007-03-11 00:00:00,2026-04-24 02:02:00,0.392,0.244,243.9,1.8,0,1,0
2009-06-21 00:00:00,2026-04-24 13:23:00,0.18,0,242.51,0.8,0,0,1
2010-08-25 00:00:00,2026-04-24 07:38:00,1.686,0,241.41,7,0,0,19
2010-07-20 00:00:00,2026-04-24 07:26:00,0.188,0,242.15,0.8,0,0,0
2010-10-11 00:00:00,2026-04-24 20:30:00,0.382,0.138,239.07,1.6,0,1,1
2009-03-14 00:00:00,2026-04-24 17:50:00,1.568,0.076,240.13,6.4,0,0,17
2009-09-01 00:00:00,2026-04-24 12:22:00,0.294,0,244.93,1.4,0,0,0
2010-11-11 00:00:00,2026-04-24 09:30:00,1.12,0.236,238.93,4.8,0,2,1
2006-12-22 00:00:00,2026-04-24 08:43:00,1.718,0,240.56,7,1,0,18
2008-07-21 00:00:00,2026-04-24 14:21:00,1.508,0.182,236.9,6.4,0,1,18
2007-01-20 00:00:00,2026-04-24 14:39:00,2.488,0.14,242.01,11.2,20,0,18
2010-01-07 00:00:00,2026-04-24 05:16:00,1.104,0.404,240.5,4.8,0,1,13
2009-12-13 00:00:00,2026-04-24 05:08:00,0.254,0,248.9,1,0,0,1
2010-08-14 00:00:00,2026-04-24 19:43:00,0.354,0.244,241.25,1.8,0,1,1
2007-06-12 00:00:00,2026-04-24 06:42:00,1.83,0,239.86,7.6,0,0,18
2008-05-12 00:00:00,2026-04-24 06:08:00,0.344,0.068,244.55,1.4,0,1,0
2009-10-08 00:00:00,2026-04-24 00:56:00,0.26,0.15,241.43,1.2,0,0,1
2010-09-17 00:00:00,2026-04-24 12:39:00,0.286,0.088,242.75,1.2,0,0,0
2009-10-22 00:00:00,2026-04-24 22:34:00,0.612,0.062,243.2,2.4,0,0,0
2008-06-26 00:00:00,2026-04-24 08:18:00,1.176,0,237.61,4.8,0,0,18
2007-02-08 00:00:00,2026-04-24 21:58:00,0.286,0.226,237.33,1.4,0,0,0
2008-05-31 00:00:00,2026-04-24 02:58:00,0.26,0.122,242.47,1.2,0,0,1
2007-05-20 00:00:00,2026-04-24 16:26:00,1.474,0.064,236.3,6.2,0,0,17
2006-12-19 00:00:00,2026-04-24 17:06:00,1.358,0.1,239.48,5.6,0,0,18
2007-01-27 00:00:00,2026-04-24 15:44:00,1.482,0.1,245.01,6,1,0,19
2010-08-07 00:00:00,2026-04-24 23:58:00,1.24,0.094,241.82,5.2,0,0,1
2010-08-09 00:00:00,2026-04-24 07:21:00,1.708,0,238.44,7.2,0,0,18
2007-07-24 00:00:00,2026-04-24 23:28:00,1.978,0,238.21,8.4,0,32,0
2007-03-25 00:00:00,2026-04-24 05:11:00,2.29,0.058,240.84,9.4,0,0,0
2008-11-27 00:00:00,2026-04-24 17:39:00,0.308,0.074,241.83,1.2,0,0,0
2007-06-30 00:00:00,2026-04-24 05:51:00,0.44,0,241.96,1.8,0,0,0
2007-09-25 00:00:00,2026-04-24 23:21:00,1.508,0.192,240.4,6.2,0,0,18
2010-11-07 00:00:00,2026-04-24 12:56:00,0.582,0.16,238.62,2.6,0,1,0
2010-08-06 00:00:00,2026-04-24 13:27:00,1.44,0.212,241.26,6,0,1,18
2008-05-09 00:00:00,2026-04-24 18:50:00,0.222,0.112,239.3,1,0,1,0
2008-08-13 00:00:00,2026-04-24 12:37:00,0.26,0.274,240.89,1.4,0,1,1
2007-04-14 00:00:00,2026-04-24 03:46:00,0.386,0.222,241.2,1.8,0,0,0
2010-01-26 00:00:00,2026-04-24 17:15:00,1.104,0,245.05,4.4,0,1,1
2007-12-10 00:00:00,2026-04-24 11:28:00,1.904,0.052,234.92,8,0,4,17
2010-09-19 00:00:00,2026-04-24 04:21:00,0.25,0.088,242.41,1,0,0,1
2007-03-14 00:00:00,2026-04-24 23:49:00,0.848,0,242.17,3.4,0,0,0
2009-01-15 00:00:00,2026-04-24 23:25:00,0.434,0.094,248.48,1.8,0,1,0
2008-12-15 00:00:00,2026-04-24 17:13:00,0.266,0,242.37,1.2,0,0,0
2008-06-14 00:00:00,2026-04-24 11:22:00,0.25,0.12,241.22,1.2,0,1,1
2009-07-13 00:00:00,2026-04-24 12:28:00,0.314,0.256,242.17,1.6,0,1,1
2008-01-18 00:00:00,2026-04-24 11:22:00,1.458,0.076,238.29,6,0,0,17
2009-11-26 00:00:00,2026-04-24 16:03:00,0.532,0,244.09,2.2,0,0,0
2010-11-09 00:00:00,2026-04-24 09:15:00,1.406,0,239.58,6,0,0,20
2010-04-04 00:00:00,2026-04-24 18:30:00,1.826,0.466,239.46,7.8,1,1,19
2007-12-08 00:00:00,2026-04-24 12:32:00,1.13,0,235.81,4.8,0,0,17
2007-12-20 00:00:00,2026-04-24 05:36:00,0.226,0,248.99,0.8,0,0,0
2008-08-11 00:00:00,2026-04-24 02:13:00,0.284,0.05,243.81,1.2,0,0,0
2010-09-18 00:00:00,2026-04-24 19:47:00,1.818,0.164,236.32,7.6,0,0,18
2007-01-15 00:00:00,2026-04-24 19:06:00,1.316,0,236.67,5.4,0,0,17
2007-06-03 00:00:00,2026-04-24 01:59:00,0.206,0,242.02,0.8,0,0,0
2008-08-27 00:00:00,2026-04-24 02:55:00,0.946,0.482,239.69,4.4,0,1,11
2010-06-11 00:00:00,2026-04-24 10:47:00,0.454,0.108,238.56,2,0,0,2
2009-08-27 00:00:00,2026-04-24 16:02:00,0.154,0,242.08,0.6,0,0,0
2010-10-13 00:00:00,2026-04-24 03:04:00,0.252,0.06,241.44,1,0,0,1
2010-09-02 00:00:00,2026-04-24 03:46:00,1.458,0.094,244.69,5.8,0,1,19
2007-09-16 00:00:00,2026-04-24 13:13:00,0.608,0.242,242.01,2.6,0,0,0
2007-09-04 00:00:00,2026-04-24 08:15:00,0.214,0,240.11,0.8,0,0,0
2010-11-13 00:00:00,2026-04-24 03:50:00,0.238,0.058,245.54,1,0,0,0
2007-11-09 00:00:00,2026-04-24 04:20:00,0.354,0.334,241.36,2,0,1,0
2008-07-28 00:00:00,2026-04-24 10:41:00,0.152,0,238.78,0.6,0,0,1
2010-06-13 00:00:00,2026-04-24 20:17:00,0.786,0.318,240.23,3.6,0,1,1
2010-05-24 00:00:00,2026-04-24 17:58:00,2.686,0.464,238.14,11.4,0,36,0
2008-06-15 00:00:00,2026-04-24 17:18:00,0.338,0,239.47,1.4,2,0,1
2008-12-29 00:00:00,2026-04-24 13:39:00,0.39,0.208,244.73,1.8,0,0,0
2009-12-17 00:00:00,2026-04-24 05:47:00,0.246,0,247.6,1,0,0,1
2010-10-30 00:00:00,2026-04-24 01:26:00,0.77,0,242.35,3.2,0,0,0
2008-07-31 00:00:00,2026-04-24 18:55:00,0.408,0.342,240.13,2.2,0,2,0
2008-10-29 00:00:00,2026-04-24 23:45:00,0.694,0.06,243.73,2.8,0,0,0
2009-08-22 00:00:00,2026-04-24 16:30:00,0.8,0.218,240.8,3.4,0,0,1
2008-10-25 00:00:00,2026-04-24 13:11:00,1.57,0.188,240,6.6,0,2,18
2010-07-14 00:00:00,2026-04-24 14:28:00,1.184,0.054,240.96,5,0,0,0
2009-07-16 00:00:00,2026-04-24 05:50:00,1.286,0.086,241.63,5.2,0,1,18
2007-03-07 00:00:00,2026-04-24 20:19:00,0.644,0.32,242.88,3,0,0,0
2010-08-02 00:00:00,2026-04-24 23:55:00,1.542,0.092,242.07,6.4,0,0,19
2008-03-08 00:00:00,2026-04-24 10:15:00,0.238,0.122,238.14,1,0,0,1
2009-02-20 00:00:00,2026-04-24 18:26:00,1.096,0.116,237.99,5,0,0,0
2007-03-07 00:00:00,2026-04-24 22:22:00,4.006,0.184,237.64,17,0,26,18
2010-07-26 00:00:00,2026-04-24 00:05:00,0.616,0.118,245.59,2.6,0,7,1
2010-08-16 00:00:00,2026-04-24 04:37:00,0.186,0,241.48,1,0,0,1
2008-03-03 00:00:00,2026-04-24 19:50:00,0.496,0,238.76,2,0,0,0
2010-12-06 00:00:00,2026-04-24 14:11:00,0.76,0.474,238.56,3.8,1,2,0
2007-11-03 00:00:00,2026-04-24 12:53:00,3.036,0.15,237.1,13.6,17,0,18
2007-12-27 00:00:00,2026-04-24 12:52:00,1.608,0.094,241.12,6.6,0,0,18
2007-12-26 00:00:00,2026-04-24 06:53:00,1.38,0.06,246.32,5.6,0,0,0
2008-07-29 00:00:00,2026-04-24 08:07:00,1.562,0,236.83,6.6,0,0,18
2008-02-25 00:00:00,2026-04-24 23:59:00,0.288,0.1,242.04,1.2,0,2,0
2010-03-17 00:00:00,2026-04-24 04:32:00,0.442,0.254,243.5,2,0,0,0
2009-08-13 00:00:00,2026-04-24 21:39:00,0.978,0.178,240.7,4,0,5,1
2007-03-13 00:00:00,2026-04-24 22:01:00,0.816,0.102,238.97,3.4,0,0,0
2009-04-24 00:00:00,2026-04-24 00:54:00,0.39,0.112,242.62,1.6,0,0,1
2010-11-24 00:00:00,2026-04-24 04:00:00,0.402,0.222,243.71,1.8,0,1,0
2007-03-29 00:00:00,2026-04-24 11:53:00,0.32,0.134,240.16,1.4,0,0,0
2010-04-14 00:00:00,2026-04-24 18:45:00,0.34,0.102,242.48,1.4,0,0,0
2010-07-31 00:00:00,2026-04-24 15:03:00,0.152,0,237.77,0.6,0,0,1
2008-02-03 00:00:00,2026-04-24 17:23:00,0.65,0.486,236.41,3.4,0,1,0
2010-04-30 00:00:00,2026-04-24 13:31:00,2.636,0.19,238.22,11,37,1,1
2010-06-29 00:00:00,2026-04-24 00:36:00,1.614,0.238,240.77,6.8,0,1,13
2009-09-10 00:00:00,2026-04-24 15:38:00,1.404,0,240.62,5.8,0,0,18
2010-06-06 00:00:00,2026-04-24 09:39:00,1.072,0.22,243,5,1,0,12
2008-12-02 00:00:00,2026-04-24 17:09:00,1.392,0.084,236.61,5.8,0,0,17
2009-12-19 00:00:00,2026-04-24 11:31:00,3.304,0.242,242.24,13.6,0,1,18
2007-10-09 00:00:00,2026-04-24 02:07:00,0.202,0.102,239.02,1,0,0,0
2008-05-26 00:00:00,2026-04-24 00:21:00,0.252,0.132,243.56,1.2,0,0,1
2008-01-13 00:00:00,2026-04-24 17:23:00,4.866,0.054,234.99,20.6,0,0,0
2007-12-24 00:00:00,2026-04-24 15:06:00,1.96,0.206,242.31,8,1,2,18
2007-01-26 00:00:00,2026-04-24 03:54:00,0.332,0.15,245.11,1.4,0,0,0
2010-12-03 00:00:00,2026-04-24 04:54:00,0.244,0,242.71,1,0,0,0
2007-07-24 00:00:00,2026-04-24 11:24:00,1.296,0.188,232.93,5.6,0,0,16
2007-03-25 00:00:00,2026-04-24 20:20:00,4.116,0.338,237.01,17.4,1,1,17
2009-02-26 00:00:00,2026-04-24 07:22:00,1.244,0.258,240.4,5.2,0,1,0
2008-11-21 00:00:00,2026-04-24 19:02:00,2.966,0.192,238.1,12.4,0,0,17
2009-12-30 00:00:00,2026-04-24 15:17:00,1.462,0.132,244.76,6,0,0,19
2010-03-24 00:00:00,2026-04-24 09:24:00,1.808,0.2,239.87,7.4,0,0,18
2009-12-14 00:00:00,2026-04-24 16:18:00,0.612,0,248.21,2.4,0,0,1
2008-03-11 00:00:00,2026-04-24 03:40:00,0.422,0.054,242.1,2,0,0,0
2010-10-19 00:00:00,2026-04-24 00:12:00,1.348,0.078,241.11,5.6,0,0,19
2009-03-31 00:00:00,2026-04-24 18:01:00,0.332,0,242.36,1.6,0,0,0
2008-10-15 00:00:00,2026-04-24 18:43:00,1.598,0.202,237.69,6.8,0,2,1
2009-11-25 00:00:00,2026-04-24 20:20:00,2.69,0.104,239.77,11.2,0,0,18
2009-06-28 00:00:00,2026-04-24 21:07:00,1.97,0.262,239.74,8.2,0,1,18
2007-11-15 00:00:00,2026-04-24 09:49:00,1.414,0.172,235.46,6,0,0,17
2007-08-02 00:00:00,2026-04-24 03:06:00,0.25,0,244.79,1.2,0,0,0
2010-11-22 00:00:00,2026-04-24 09:09:00,1.328,0.062,237.32,5.6,1,0,17
2010-11-10 00:00:00,2026-04-24 02:00:00,1.014,0.436,238.95,4.6,0,1,10
2009-02-24 00:00:00,2026-04-24 17:46:00,1.306,0,242.1,5.4,0,0,18
2009-01-03 00:00:00,2026-04-24 07:08:00,0.362,0.078,242.65,1.6,0,0,0
2007-07-23 00:00:00,2026-04-24 21:16:00,0.428,0,233.46,2.2,2,0,0
2008-02-12 00:00:00,2026-04-24 06:10:00,0.454,0.184,247.71,2,0,1,0
2010-01-29 00:00:00,2026-04-24 00:10:00,1.454,0.078,242.55,6,0,0,18
2009-11-07 00:00:00,2026-04-24 04:32:00,0.3,0.146,243.63,1.4,0,0,0
2009-11-29 00:00:00,2026-04-24 06:17:00,0.232,0,245.47,0.8,0,0,1
2007-11-05 00:00:00,2026-04-24 11:40:00,0.436,0.094,233.38,2.2,0,2,0
2008-04-14 00:00:00,2026-04-24 10:44:00,1.438,0,242.73,5.8,0,0,19
2010-10-26 00:00:00,2026-04-24 08:19:00,0.852,0.236,240.43,3.6,0,1,1
2008-01-09 00:00:00,2026-04-24 08:20:00,1.272,0,239.16,5.2,1,0,18
2008-09-10 00:00:00,2026-04-24 01:29:00,0.396,0.092,239.88,1.6,0,1,1
2007-06-08 00:00:00,2026-04-24 18:42:00,0.23,0.112,236.56,1,0,0,0
2009-08-29 00:00:00,2026-04-24 19:59:00,1.568,0.186,241.31,6.4,0,0,18
2009-10-08 00:00:00,2026-04-24 19:01:00,0.332,0.276,241.32,1.8,0,2,1
2009-08-23 00:00:00,2026-04-24 18:37:00,0.308,0.244,243.83,1.6,0,0,0
2009-04-23 00:00:00,2026-04-24 08:41:00,1.478,0.128,240.83,6.2,0,0,19
2007-02-21 00:00:00,2026-04-24 22:27:00,2.408,0.152,240.77,10,1,0,18
2010-05-20 00:00:00,2026-04-24 21:56:00,0.47,0.218,242.43,2,0,2,1
2008-12-20 00:00:00,2026-04-24 14:49:00,1.652,0.16,242.78,6.8,1,0,18
2010-03-06 00:00:00,2026-04-24 15:56:00,1.258,0,240.85,5.2,0,0,19
2009-12-06 00:00:00,2026-04-24 10:42:00,0.472,0.21,239.79,2.2,0,0,1
2007-08-07 00:00:00,2026-04-24 12:27:00,0.32,0,239.23,1.4,1,0,0
2010-07-29 00:00:00,2026-04-24 17:32:00,0.254,0.106,238.41,1.2,0,0,1
2007-06-19 00:00:00,2026-04-24 23:32:00,0.77,0.222,242.8,3.2,0,1,0
2010-09-08 00:00:00,2026-04-24 21:54:00,0.262,0.124,242.38,1.2,0,0,1
2008-04-10 00:00:00,2026-04-24 03:54:00,2.842,0.35,236.2,12,38,0,0
2007-09-18 00:00:00,2026-04-24 07:40:00,2.566,0.072,238,10.8,0,1,18
2010-05-07 00:00:00,2026-04-24 21:37:00,2.014,0.06,239.66,8.4,1,0,18
2010-04-19 00:00:00,2026-04-24 04:05:00,0.254,0.06,242.71,1,0,0,0
2009-03-04 00:00:00,2026-04-24 13:06:00,0.31,0,242.35,1.4,0,0,0
2007-04-23 00:00:00,2026-04-24 00:11:00,0.402,0.128,240.36,2,0,1,0
2010-07-01 00:00:00,2026-04-24 14:34:00,0.352,0.136,247.42,1.4,0,0,0
2007-07-01 00:00:00,2026-04-24 07:45:00,0.318,0.15,242.93,1.4,0,0,0
2008-09-03 00:00:00,2026-04-24 14:33:00,0.398,0.126,242.94,1.6,1,2,0
2009-06-06 00:00:00,2026-04-24 17:42:00,0.32,0.09,239.73,1.6,0,0,0
2008-08-29 00:00:00,2026-04-24 13:59:00,0.178,0.152,240.68,0.8,0,0,0
2010-09-14 00:00:00,2026-04-24 11:18:00,3.6,0.25,236.03,15.2,37,18,1
2010-09-30 00:00:00,2026-04-24 06:05:00,0.498,0,243.07,2,0,0,1
2009-04-21 00:00:00,2026-04-24 22:22:00,1.61,0.07,242.45,6.6,0,0,1
2007-10-29 00:00:00,2026-04-24 01:56:00,0.204,0,241.57,0.8,0,0,0
2010-05-14 00:00:00,2026-04-24 06:11:00,0.39,0.13,243.18,1.6,0,0,1
2008-11-06 00:00:00,2026-04-24 04:24:00,0.278,0.138,241.51,1.2,0,0,1
2007-06-19 00:00:00,2026-04-24 01:48:00,0.16,0.09,242.35,0.8,0,0,0
2007-04-08 00:00:00,2026-04-24 05:07:00,0.102,0,237.2,0.4,0,0,0
2008-02-29 00:00:00,2026-04-24 09:43:00,0.616,0,236.03,2.6,0,0,0
2010-03-06 00:00:00,2026-04-24 04:13:00,0.174,0,242.6,0.8,0,0,1
2010-09-21 00:00:00,2026-04-24 07:54:00,1.704,0.05,237.49,7.2,0,0,17
2008-12-06 00:00:00,2026-04-24 10:02:00,2.434,0.106,236.34,10.4,0,0,18
2007-09-12 00:00:00,2026-04-24 09:00:00,1.41,0,236.63,5.8,0,0,0
2007-05-17 00:00:00,2026-04-24 12:56:00,0.6,0.26,235.51,2.8,0,3,0
2009-11-16 00:00:00,2026-04-24 02:27:00,0.42,0.248,244.76,2,0,1,0
2007-05-31 00:00:00,2026-04-24 22:00:00,2.204,0.192,233.57,9.4,0,0,17
2010-06-02 00:00:00,2026-04-24 13:13:00,0.648,0.354,243.53,3,0,0,0
2009-09-20 00:00:00,2026-04-24 08:36:00,0.136,0,241.36,0.6,0,0,1
2009-08-29 00:00:00,2026-04-24 11:01:00,0.562,0.382,240.11,2.8,0,1,1
2008-10-25 00:00:00,2026-04-24 03:32:00,0.306,0,244.43,1.4,0,0,0
2008-03-20 00:00:00,2026-04-24 03:42:00,0.224,0,242.85,1,0,0,0
2007-03-30 00:00:00,2026-04-24 04:07:00,0.292,0.108,242.91,1.2,0,1,0
2008-07-11 00:00:00,2026-04-24 09:50:00,1.456,0.164,235.31,6.2,0,1,17
2008-05-18 00:00:00,2026-04-24 02:03:00,1.514,0.242,238.8,6.4,1,1,18
2010-08-16 00:00:00,2026-04-24 12:14:00,0.19,0,243.98,0.8,0,0,1
2010-04-23 00:00:00,2026-04-24 12:27:00,1.316,0,240.85,5.4,0,0,18
2008-07-20 00:00:00,2026-04-24 19:42:00,0.252,0.15,241.63,1.2,0,0,0
2010-12-10 00:00:00,2026-04-24 12:15:00,1.53,0.08,238.37,6.4,0,0,18
2008-05-19 00:00:00,2026-04-24 11:21:00,0.158,0,240.17,0.6,0,0,1
2009-01-10 00:00:00,2026-04-24 12:37:00,0.314,0.234,242.94,1.6,0,1,1
2008-02-12 00:00:00,2026-04-24 14:54:00,1.504,0.074,244.66,6.2,0,0,18
2008-12-25 00:00:00,2026-04-24 16:31:00,0.444,0.082,244.01,1.8,0,0,0
2008-03-11 00:00:00,2026-04-24 01:15:00,0.526,0.072,240.26,2.4,0,0,0
2007-08-23 00:00:00,2026-04-24 04:28:00,0.128,0,239.87,0.6,0,0,0
2010-01-16 00:00:00,2026-04-24 18:06:00,2.174,0.374,238.03,9.2,0,1,1
2009-05-02 00:00:00,2026-04-24 04:08:00,1.312,0.064,243.55,5.4,0,0,18
2010-01-17 00:00:00,2026-04-24 21:05:00,2.686,0.256,241.54,11.2,2,0,18
2010-02-16 00:00:00,2026-04-24 07:11:00,1.872,0.058,241.12,7.8,0,0,19
2009-03-04 00:00:00,2026-04-24 19:13:00,0.362,0.112,242.69,1.6,0,0,0
2009-09-02 00:00:00,2026-04-24 16:49:00,0.574,0.21,247.11,2.6,0,0,0
2008-02-01 00:00:00,2026-04-24 13:45:00,1.49,0.146,243.07,6.2,0,1,18
2007-10-27 00:00:00,2026-04-24 14:28:00,1.49,0.226,242.37,6.2,0,2,18
2008-10-03 00:00:00,2026-04-24 11:53:00,1.52,0.186,239.9,6.4,0,0,18
2008-09-09 00:00:00,2026-04-24 13:01:00,0.326,0.094,238.45,1.4,0,2,1
2010-01-27 00:00:00,2026-04-24 10:48:00,1.388,0,245.18,5.6,0,0,19
2007-02-03 00:00:00,2026-04-24 13:04:00,0.288,0.102,238.79,1.2,0,1,0
2008-09-18 00:00:00,2026-04-24 11:54:00,0.232,0.106,241.39,1,0,0,1
2009-04-01 00:00:00,2026-04-24 21:01:00,3.002,0.47,240.45,12.6,0,2,0
2009-10-30 00:00:00,2026-04-24 08:30:00,0.994,0.226,238.42,4.2,0,1,1
2009-05-14 00:00:00,2026-04-24 09:54:00,1.364,0.088,237.88,5.6,0,0,18
2007-06-12 00:00:00,2026-04-24 07:23:00,1.956,0.088,239.84,8.2,0,0,17
2007-05-04 00:00:00,2026-04-24 13:17:00,0.326,0.168,240.23,1.4,0,0,0
2008-10-04 00:00:00,2026-04-24 00:30:00,0.322,0.084,242.27,1.4,0,0,1
2009-08-08 00:00:00,2026-04-24 22:59:00,0.234,0.128,239.33,1,0,0,1
2007-05-26 00:00:00,2026-04-24 15:36:00,1.306,0,234.75,5.4,1,0,16
2008-05-19 00:00:00,2026-04-24 09:33:00,1.316,0.126,239.85,5.4,0,0,18
2007-08-29 00:00:00,2026-04-24 10:16:00,0.306,0.24,238.93,1.6,0,1,0
2008-02-11 00:00:00,2026-04-24 02:19:00,0.432,0.046,243.97,2,0,0,0
2007-01-02 00:00:00,2026-04-24 16:40:00,0.39,0.24,242.6,1.8,0,1,0
2007-03-14 00:00:00,2026-04-24 11:29:00,1.634,0.324,239.3,6.8,0,2,18
2007-05-05 00:00:00,2026-04-24 02:07:00,0.114,0,234.79,0.6,0,0,0
2009-02-27 00:00:00,2026-04-24 03:50:00,0.422,0.05,241.45,1.8,0,0,0
2008-04-02 00:00:00,2026-04-24 07:15:00,2.662,0,237.1,11.2,0,0,17
2009-11-14 00:00:00,2026-04-24 17:45:00,2.702,0.054,237.91,11.2,0,1,18
2010-01-16 00:00:00,2026-04-24 14:56:00,1.676,0.19,247.17,7.2,2,0,20
2007-10-31 00:00:00,2026-04-24 02:00:00,0.21,0,244.03,0.8,0,0,0
2007-06-25 00:00:00,2026-04-24 20:54:00,0.648,0.21,240.72,2.8,0,2,0
2009-04-25 00:00:00,2026-04-24 19:48:00,1.316,0.334,238.14,5.6,0,1,0
2009-01-10 00:00:00,2026-04-24 05:18:00,0.218,0.102,243.33,1,0,2,0
2009-12-08 00:00:00,2026-04-24 00:39:00,0.158,0,241.01,0.6,0,0,1
2010-10-16 00:00:00,2026-04-24 00:28:00,0.254,0,244.15,1,0,0,0
2010-11-20 00:00:00,2026-04-24 13:57:00,1.414,0.076,238.44,5.8,1,0,17
2009-06-15 00:00:00,2026-04-24 14:21:00,0.236,0.122,241.13,1,0,0,0
2009-05-10 00:00:00,2026-04-24 10:20:00,1.282,0.052,240.26,5.2,0,0,19
2008-01-24 00:00:00,2026-04-24 16:21:00,0.552,0.104,243.54,2.6,0,0,0
2010-04-03 00:00:00,2026-04-24 17:25:00,0.296,0,242.93,1.4,0,0,1
2008-02-22 00:00:00,2026-04-24 17:24:00,0.362,0.12,241.07,1.6,0,2,0
2008-04-12 00:00:00,2026-04-24 20:08:00,3.254,0,237.69,13.6,0,2,17
2010-11-06 00:00:00,2026-04-24 02:15:00,0.174,0,242.61,0.8,0,0,1
2007-11-25 00:00:00,2026-04-24 00:32:00,0.228,0,246.98,1,0,0,0
2009-07-29 00:00:00,2026-04-24 02:17:00,0.348,0.11,243.05,1.6,0,0,0
2008-05-20 00:00:00,2026-04-24 17:26:00,0.236,0.114,242.31,1,0,0,0
2007-02-19 00:00:00,2026-04-24 18:30:00,2.85,0.07,234.84,12,0,0,17
2009-06-17 00:00:00,2026-04-24 19:20:00,0.25,0.12,242.47,1,0,0,1
2009-10-26 00:00:00,2026-04-24 06:15:00,1.306,0,239.84,5.4,0,0,18
2007-03-23 00:00:00,2026-04-24 19:57:00,0.322,0.092,240,1.4,0,1,0
2009-11-09 00:00:00,2026-04-24 14:27:00,0.244,0.112,241.48,1,0,0,1
2007-01-20 00:00:00,2026-04-24 07:25:00,1.462,0.242,240.52,6,0,0,18
2009-12-04 00:00:00,2026-04-24 21:47:00,2.492,0.282,238.12,10.6,0,1,1
2008-07-11 00:00:00,2026-04-24 15:26:00,0.43,0.062,242.39,2,0,0,0
2010-07-06 00:00:00,2026-04-24 07:46:00,1.386,0.1,238.77,5.8,1,2,18
2008-12-11 00:00:00,2026-04-24 20:55:00,1.488,0.182,241.45,6.2,0,0,0
2009-11-08 00:00:00,2026-04-24 21:25:00,0.338,0.274,241.18,1.8,0,1,0
2010-07-22 00:00:00,2026-04-24 02:41:00,1.506,0.22,241.18,6.4,0,2,2
2007-06-01 00:00:00,2026-04-24 04:43:00,0.276,0.066,243.86,1.4,0,0,0
2010-02-01 00:00:00,2026-04-24 18:55:00,3.412,0.206,235.61,14.4,0,0,18
2009-10-04 00:00:00,2026-04-24 16:54:00,0.388,0.128,242,1.8,0,0,1
2007-07-19 00:00:00,2026-04-24 11:36:00,0.12,0,232.33,0.6,0,0,0
2010-07-14 00:00:00,2026-04-24 09:01:00,0.316,0.11,239.95,1.4,0,0,1
2009-09-28 00:00:00,2026-04-24 14:59:00,0.298,0.236,240.03,1.6,0,2,1
2007-10-28 00:00:00,2026-04-24 10:11:00,1.256,0,238.89,5.2,0,0,0
2008-06-15 00:00:00,2026-04-24 09:38:00,2.764,0.154,239.53,11.4,0,37,1
2008-06-22 00:00:00,2026-04-24 01:39:00,0.968,0.242,240.43,4,0,0,12
2009-03-02 00:00:00,2026-04-24 23:28:00,0.452,0.084,248.94,1.8,0,3,0
2010-10-30 00:00:00,2026-04-24 02:13:00,0.944,0.102,241.52,3.8,0,0,1
2007-11-11 00:00:00,2026-04-24 08:03:00,0.598,0.366,242.59,2.8,0,2,0
2010-03-26 00:00:00,2026-04-24 14:36:00,0.35,0.124,244.1,1.4,0,0,1
2009-02-05 00:00:00,2026-04-24 06:15:00,1.436,0.126,240.85,6,0,0,18
2008-07-26 00:00:00,2026-04-24 04:01:00,0.222,0.082,240.01,1,0,0,1
2010-03-18 00:00:00,2026-04-24 01:21:00,0.498,0.352,241.27,2.4,0,1,0
2007-11-28 00:00:00,2026-04-24 19:19:00,2.212,0.048,238.2,9.2,0,0,17
2007-06-04 00:00:00,2026-04-24 11:38:00,1.268,0,238.53,5.2,0,0,18
2010-05-16 00:00:00,2026-04-24 08:21:00,0.284,0,240.31,1.4,0,0,1
2008-05-17 00:00:00,2026-04-24 11:12:00,1.372,0.16,236.06,5.8,0,2,18
2007-01-12 00:00:00,2026-04-24 23:41:00,2.624,0.396,241.76,11,0,0,17
2010-01-29 00:00:00,2026-04-24 21:06:00,0.24,0,242.8,1,0,0,0
2010-02-18 00:00:00,2026-04-24 19:32:00,2.698,0.238,242.1,11.2,0,1,18
2008-07-27 00:00:00,2026-04-24 17:31:00,1.348,0.188,238,5.6,0,1,18
2008-02-02 00:00:00,2026-04-24 15:10:00,0.898,0.294,241.53,3.8,2,0,0
2007-03-22 00:00:00,2026-04-24 20:08:00,0.408,0.082,236.24,1.8,0,0,0
2007-10-02 00:00:00,2026-04-24 17:45:00,1.876,0.358,238.05,8,0,0,18
2009-06-05 00:00:00,2026-04-24 11:32:00,1.312,0,240.56,5.4,0,0,18
2010-02-20 00:00:00,2026-04-24 11:01:00,1.69,0.198,239.69,7,0,0,18
2008-12-11 00:00:00,2026-04-24 06:52:00,2.534,0.06,239.36,10.6,0,0,19
2007-05-06 00:00:00,2026-04-24 14:54:00,1.182,0,232.64,5,0,0,16
2007-05-04 00:00:00,2026-04-24 08:15:00,1.37,0,238.25,5.6,0,0,18
